id_task,application_type,creation_date,completion_date,time_compute (s),time_env (s),time_dl (s),time_up (s),mobo_uuid,qrad_uuid,qbox_uuid,cpu_name,nb_cores,status,dataset,dataset_size,node_id
3449550,3DRender,2022-09-22 13:50:53,2022-09-22 13:54:43,227,1,1,2,4F424F4D-58D8-00D7-B077-049226DA6479,44415251-58D8-00D7-B077-000000000000,584f4251-4000-0000-1000-000000000016,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds23,123,2
1698916,Risk,2022-01-11 09:12:24,2022-01-11 09:15:12,0,96,68,1,4F424F4D-58D8-01D7-3AB5-00D861C8FAE7,44415251-58D8-01D7-3AB5-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Preempted,ds80,121,2
2134529,Risk,2022-03-08 13:38:47,2022-03-08 13:40:16,0,2,85,1,4F424F4D-58D8-00D7-B188-00D861C1E96C,44415251-58D8-00D7-B188-000000000000,584f4251-2000-0000-0001-000000000002,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds622,20,1
203746,3DRender,2021-03-27 22:18:20,2021-03-27 22:27:27,475,70,1,1,4F424F4D-58D8-00D7-B158-00D861156B22,44415251-58D8-00D7-B158-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds22,161,3
1236184,3DRender,2021-09-30 14:19:22,2021-09-30 14:22:50,90,101,15,1,4F424F4D-58D8-00D7-B137-00D861156AC1,44415251-58D8-00D7-B137-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds1,156,4
2638611,3DRender,2022-05-26 12:46:57,2022-05-26 13:13:32,1593,1,1,2,4F424F4D-58D8-00D7-A615-00D8619C77C6,44415251-58D8-00D7-A615-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds46,211,4
551153,3DRender,2021-05-25 14:31:11,2021-05-25 14:31:48,10,1,1,0,4F424F4D-58D8-01D7-3AF1-00D861C8FB34,44415251-58D8-01D7-3AF1-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Preempted,ds19,125,0
551540,3DRender,2021-05-25 15:09:50,2021-05-25 15:11:57,61,61,1,3,4F424F4D-58D8-01D7-3AF1-00D861C8FBF2,44415251-58D8-01D7-3AF1-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds2,204,4
1079946,Risk,2021-08-31 05:23:32,2021-08-31 05:27:42,0,0,245,1,4F424F4D-58D8-01D7-3AB5-00D861C8FB8F,44415251-58D8-01D7-3AB5-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Failed,ds3,101,0
3433029,3DRender,2022-09-17 01:09:11,2022-09-17 01:12:26,168,1,1,1,4F424F4D-58D8-00D7-A59A-00D8619C745B,44415251-58D8-00D7-A59A-000000000000,584f4251-4000-0000-1000-000000000019,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds147,47,1
3049446,Risk,2022-07-13 16:13:27,2022-07-14 06:00:28,48963,650,3,0,4F424F4D-58D8-01D7-3842-00D8619C7338,44415251-58D8-01D7-3842-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds6,143,2
583076,3DRender,2021-05-30 21:11:37,2021-05-30 21:13:51,64,67,1,1,4F424F4D-58D8-01D7-3AEE-00D8617B5F4D,44415251-58D8-01D7-3AEE-000000000000,584f4251-2001-0000-0000-000000000001,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds4,254,1
1061948,Risk,2021-08-29 20:26:15,2021-08-29 20:30:21,105,115,4,0,4F424F4D-58D8-00D7-B08F-00D8611555FB,44415251-58D8-00D7-B08F-000000000000,584f4251-4000-0000-1001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,156,3
858072,3DRender,2021-07-11 18:55:32,2021-07-11 18:57:25,110,1,1,1,4F424F4D-58D8-01D7-37A3-00D8611555AC,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds690,150,2
219791,3DRender,2021-03-31 16:53:19,2021-03-31 16:55:55,71,77,5,1,4F424F4D-58D8-00D7-B137-00D861156DF3,44415251-58D8-00D7-B137-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds2,204,1
1333390,3DRender,2021-10-17 13:05:07,2021-10-17 13:13:29,404,95,1,2,4F424F4D-58D8-00D7-A5E8-00D8619C7718,44415251-58D8-00D7-A5E8-000000000000,584f4251-4000-0000-1000-000000000019,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds3,101,1
3197231,3DRender,2022-08-02 17:27:52,2022-08-02 17:30:57,180,1,1,3,4F424F4D-58D8-01D7-3647-00D86157814C,44415251-58D8-01D7-3647-000000000000,584f4251-4000-0000-1000-000000000007,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds9,149,3
614149,3DRender,2021-06-07 22:27:12,2021-06-07 22:30:09,73,68,2,1,4F424F4D-58D8-01D7-3B00-00D861C8FB31,44415251-58D8-01D7-3B00-000000000000,584f4251-2001-0000-0000-000000000001,AMD Ryzen 7 2700 Eight-Core Processor,8,Failed,ds218,84,3
2898843,Risk,2022-06-23 21:04:03,2022-06-23 21:10:57,275,102,26,1,4F424F4D-58D8-01D7-384B-00D8619C74D0,44415251-58D8-01D7-384B-000000000000,584f4251-4000-0000-1001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds198,153,3
2551508,3DRender,2022-05-09 07:54:41,2022-05-09 07:54:51,6,1,1,3,4F424F4D-0000-0000-0000-18C04DE39654,44415251-0000-0000-0000-000000000000,584f4251-4000-0000-1000-000000000010,AMD Ryzen Threadripper 3970X 32-Core Processor,32,Completed,ds5,84,1
847556,Risk,2021-07-10 15:17:53,2021-07-10 16:07:29,2862,64,1,0,4F424F4D-58D8-01D7-3AB5-00D861C8FB52,44415251-58D8-01D7-3AB5-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Preempted,ds3,101,2
2465148,3DRender,2022-04-28 16:41:49,2022-04-28 16:47:47,188,165,2,2,4F424F4D-58D8-00D7-AF51-049226DA6421,44415251-58D8-00D7-AF51-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Failed,ds1,156,2
1467178,3DRender,2021-11-08 19:49:13,2021-11-08 19:56:07,299,98,12,3,4F424F4D-ADF0-084E-AC2E-00D8619C762F,44415251-ADF0-084E-AC2E-000000000000,584f4251-4000-0000-1000-000000000017,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds46,211,0
3550185,3DRender,2022-10-04 12:02:03,2022-10-04 12:03:48,101,1,1,3,4F424F4D-58D8-00D7-AF51-049226DA3DB9,44415251-58D8-00D7-AF51-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds38,147,0
650243,3DRender,2021-06-11 10:20:29,2021-06-11 10:25:21,287,1,1,3,4F424F4D-58D8-01D7-3B00-00D861C8FC82,44415251-58D8-01D7-3B00-000000000000,584f4251-2001-0000-0000-000000000001,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds2,204,3
470048,3DRender,2021-05-13 10:48:25,2021-05-13 11:29:29,146,3,1,2313,4F424F4D-58D8-01D7-36C2-049226DA65B1,44415251-58D8-01D7-36C2-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds126,170,3
1606746,3DRender,2021-12-15 00:38:35,2021-12-15 00:44:40,361,1,1,3,4F424F4D-0000-0000-0000-18C04DE39580,44415251-0000-0000-0000-000000000000,584f4251-4000-0000-1000-000000000010,AMD Ryzen Threadripper 3970X 32-Core Processor,32,Completed,ds5,84,0
1611390,3DRender,2021-12-16 06:33:15,2021-12-16 06:37:05,110,99,17,3,4F424F4D-58D8-01D7-35BD-00D86115696E,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds14,28,0
2577858,Risk,2022-05-12 17:41:30,2022-05-12 17:55:13,707,106,3,1,4F424F4D-58D8-00D7-A70E-00D8619C76EF,44415251-58D8-00D7-A70E-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Cancelled,ds698,254,2
2940841,3DRender,2022-06-28 22:51:03,2022-06-28 22:54:46,220,1,1,2,4F424F4D-58D8-01D7-35BD-00D8611557B1,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds600,239,2
1489678,3DRender,2021-11-14 11:32:45,2021-11-14 12:17:45,2603,96,1,1,4F424F4D-58D8-01D7-376A-00D8619C742B,44415251-58D8-01D7-376A-000000000000,584f4251-4000-0000-1001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds102,74,0
2604965,Risk,2022-05-19 10:35:58,2022-05-19 20:22:06,35057,109,1,1,4F424F4D-58D8-00D7-B131-00D8619C785C,44415251-58D8-00D7-B131-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds9,149,3
445139,3DRender,2021-05-07 18:38:11,2021-05-07 19:15:08,2086,126,1,5,4F424F4D-58D8-01D7-3809-049226DA3CBC,44415251-58D8-01D7-3809-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds1,156,0
1257902,3DRender,2021-10-04 21:46:50,2021-10-04 21:55:32,423,92,5,1,4F424F4D-58D8-01D7-3A6D-00D86115557E,44415251-58D8-01D7-3A6D-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds836,135,0
424076,3DRender,2021-05-06 09:01:40,2021-05-06 09:03:55,0,128,1,0,4F424F4D-58D8-01D7-362C-00D8617B0D20,44415251-58D8-01D7-362C-000000000000,584f4251-4000-0000-1000-000000000002,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Preempted,ds4,254,4
3464634,3DRender,2022-09-26 13:02:49,2022-09-26 13:03:41,49,1,1,2,4F424F4D-58D8-01D7-3A91-00D8617B0B7C,44415251-58D8-01D7-3A91-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds33,148,2
114174,3DRender,2021-02-26 13:53:27,2021-02-26 13:56:46,102,71,6,17,4F424F4D-58D8-01D7-3B00-00D861C8FB33,44415251-58D8-01D7-3B00-000000000000,584f4251-2001-0000-0000-000000000001,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds19,125,3
648923,3DRender,2021-06-10 21:47:00,2021-06-10 21:49:10,0,121,1,0,4F424F4D-ADF0-084E-ABEE-00D8619C7450,44415251-ADF0-084E-ABEE-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds4,254,1
1465877,3DRender,2021-11-08 11:32:19,2021-11-08 11:53:05,1151,92,1,3,4F424F4D-58D8-00D7-A59A-00D8619C7404,44415251-58D8-00D7-A59A-000000000000,584f4251-4000-0000-1000-000000000019,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds20,167,0
1578067,3DRender,2021-12-07 20:09:24,2021-12-07 20:14:28,301,1,1,2,4F424F4D-58D8-01D7-3A91-00D8615781E5,44415251-58D8-01D7-3A91-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds1,156,4
3442745,3DRender,2022-09-20 14:13:00,2022-09-20 14:27:39,3,689,187,0,4F424F4D-ADF0-084E-ABEE-00D8619C7850,44415251-ADF0-084E-ABEE-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds7,180,4
2298831,3DRender,2022-04-04 19:47:12,2022-04-04 19:56:14,329,74,32,104,4F424F4D-58D8-01D7-3AF1-00D861C8FB32,44415251-58D8-01D7-3AF1-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds2,204,4
2317544,3DRender,2022-04-09 18:01:42,2022-04-09 18:10:49,225,289,30,1,4F424F4D-ADF0-084E-AC6B-049226DA3C9B,44415251-ADF0-084E-AC6B-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds51,179,2
2261284,3DRender,2022-03-25 00:14:45,2022-03-25 00:26:42,392,66,38,218,4F424F4D-58D8-01D7-3AF1-00D861C8FB3D,44415251-58D8-01D7-3AF1-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds6,143,0
538996,3DRender,2021-05-21 16:02:09,2021-05-21 17:32:54,5418,1,1,26,4F424F4D-58D8-01D7-3809-049226D9D960,44415251-58D8-01D7-3809-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds128,217,3
2075906,Risk,2022-03-02 00:31:45,2022-03-02 00:32:02,0,11,1,1,4F424F4D-58D8-01D7-37A3-00D8611555DB,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds2,204,0
2327440,3DRender,2022-04-11 13:33:47,2022-04-11 13:48:10,583,90,53,135,4F424F4D-ADF0-084E-AC5B-00D86157814F,44415251-ADF0-084E-AC5B-000000000000,584f4251-4000-0000-1000-000000000016,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds20,167,1
2831287,3DRender,2022-06-17 14:24:28,2022-06-17 14:34:41,612,1,1,1,4F424F4D-58D8-00D7-B137-00D861156B3D,44415251-58D8-00D7-B137-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds323,31,2
288135,3DRender,2021-04-22 05:44:40,2021-04-22 05:47:49,26,159,1,1,4F424F4D-58D8-01D7-3809-049226D9DACC,44415251-58D8-01D7-3809-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Failed,ds36,231,1
467741,3DRender,2021-05-13 03:07:44,2021-05-13 03:09:50,0,121,1,0,4F424F4D-58D8-01D7-36C2-049226D9DA0B,44415251-58D8-01D7-36C2-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Preempted,ds2,204,1
2386899,3DRender,2022-04-17 01:25:35,2022-04-17 01:35:49,151,1,1,450,4F424F4D-58D8-01D7-38BD-00D8615783D5,44415251-58D8-01D7-38BD-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds5,84,3
3197326,3DRender,2022-08-02 17:30:03,2022-08-02 17:35:01,293,1,1,3,4F424F4D-58D8-00D7-A5E8-00D8619C773F,44415251-58D8-00D7-A5E8-000000000000,584f4251-4000-0000-1000-000000000019,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds11,5,0
855743,3DRender,2021-07-11 16:15:59,2021-07-11 16:19:12,134,57,1,2,4F424F4D-58D8-00D7-B155-00D8617B5DA6,44415251-58D8-00D7-B155-000000000000,584f4251-2001-0000-0000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds15,8,0
2275543,3DRender,2022-03-29 15:12:26,2022-03-29 15:19:44,213,74,41,107,4F424F4D-58D8-01D7-3AF1-00D861C8FB38,44415251-58D8-01D7-3AF1-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds2,204,3
2902523,Risk,2022-06-24 14:21:50,2022-06-24 14:39:25,938,111,2,1,4F424F4D-58D8-01D7-35BD-00D861156B3B,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,156,3
507007,3DRender,2021-05-15 06:55:22,2021-05-15 06:57:30,0,121,1,0,4F424F4D-58D8-01D7-3809-049226DA3E39,44415251-58D8-01D7-3809-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Preempted,ds796,204,4
2375052,3DRender,2022-04-15 00:08:00,2022-04-15 00:18:51,506,141,1,3,4F424F4D-ADF0-084E-ABC1-049226D9D950,44415251-ADF0-084E-ABC1-000000000000,584f4251-4000-0000-1000-000000000016,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds136,137,2
886765,3DRender,2021-07-15 14:24:15,2021-07-15 14:36:43,673,71,1,3,4F424F4D-58D8-01D7-3B00-00D861C8FAE6,44415251-58D8-01D7-3B00-000000000000,584f4251-2001-0000-0000-000000000001,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds7,180,3
2376713,Risk,2022-04-15 07:23:27,2022-04-15 07:26:33,0,0,179,1,4F424F4D-58D8-01D7-35BD-00D861156AB2,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds1,156,2
2703814,Risk,2022-06-04 04:00:13,2022-06-04 04:05:30,15,107,1,2,4F424F4D-58D8-01D7-376A-00D8619C7738,44415251-58D8-01D7-376A-000000000000,584f4251-4000-0000-1001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds3,101,1
101179,Risk,2021-02-20 03:35:18,2021-02-20 16:02:02,44711,83,1,0,4F424F4D-58D8-01D7-3842-00D8619C7365,44415251-58D8-01D7-3842-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,156,3
464928,3DRender,2021-05-12 16:08:27,2021-05-12 16:17:36,522,1,1,24,4F424F4D-58D8-01D7-35D2-00D8617B0BC8,44415251-58D8-01D7-35D2-000000000000,584f4251-4000-0000-1000-000000000002,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds14,28,1
2730636,Risk,2022-06-08 05:32:22,2022-06-08 05:34:40,0,129,1,1,4F424F4D-58D8-00D7-B137-00D861156A90,44415251-58D8-00D7-B137-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds678,81,1
716773,3DRender,2021-06-23 21:39:32,2021-06-23 21:41:06,93,1,1,1,4F424F4D-58D8-01D7-3A04-00D861C8FB54,44415251-58D8-01D7-3A04-000000000000,584f4251-3000-0000-2000-000000000003,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds392,204,4
2261337,Risk,2022-03-24 11:51:05,2022-03-25 00:49:30,46559,106,30,1,4F424F4D-58D8-00D7-B158-00D86115554E,44415251-58D8-00D7-B158-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds10,52,0
1326004,3DRender,2021-10-16 21:57:46,2021-10-16 22:03:03,214,101,1,1,4F424F4D-58D8-00D7-A3E7-00D8619C76AC,44415251-58D8-00D7-A3E7-000000000000,584f4251-4000-0000-1000-000000000019,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds873,5,1
105109,Risk,2021-02-23 10:40:03,2021-02-23 10:43:50,83,81,56,0,4F424F4D-58D8-01D7-37A3-00D8619C77C0,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds719,171,1
1087537,Risk,2021-09-01 05:08:32,2021-09-01 05:30:58,1254,71,8,0,4F424F4D-58D8-01D7-3AA6-00D861C8FB05,44415251-58D8-01D7-3AA6-000000000000,584f4251-3000-0000-2000-000000000003,AMD Ryzen 7 2700 Eight-Core Processor,8,Preempted,ds128,217,2
2663024,3DRender,2022-05-31 16:56:26,2022-05-31 16:58:14,3,105,1,1,4F424F4D-58D8-01D7-3863-00D8611556F5,44415251-58D8-01D7-3863-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds1,156,2
891675,3DRender,2021-07-16 07:00:31,2021-07-16 07:02:10,2,95,1,1,4F424F4D-ADF0-084E-ABC6-00D8619C7687,44415251-ADF0-084E-ABC6-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds4,254,0
284540,3DRender,2021-04-21 22:39:03,2021-04-21 22:44:47,1,339,1,1,4F424F4D-58D8-01D7-3809-049226D9D936,44415251-58D8-01D7-3809-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Failed,ds2,204,3
2624190,3DRender,2022-05-24 12:47:47,2022-05-24 13:37:06,2643,113,184,19,4F424F4D-ADF0-084E-AC2E-00D8619C73CD,44415251-ADF0-084E-AC2E-000000000000,584f4251-4000-0000-1000-000000000017,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds3,101,4
3196008,3DRender,2022-08-02 16:42:12,2022-08-02 16:46:27,251,1,1,3,4F424F4D-58D8-00D7-A59A-00D8619C7449,44415251-58D8-00D7-A59A-000000000000,584f4251-4000-0000-1000-000000000019,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds1,156,1
2397355,Risk,2022-04-19 12:19:59,2022-04-19 12:23:02,0,0,179,1,4F424F4D-58D8-01D7-37A3-00D8619C75C8,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds865,60,4
2170698,3DRender,2022-03-12 06:58:11,2022-03-12 07:03:12,181,97,22,1,4F424F4D-58D8-01D7-3863-00D8611556F4,44415251-58D8-01D7-3863-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds46,211,4
1117337,3DRender,2021-09-11 18:05:33,2021-09-11 18:08:41,77,96,11,2,4F424F4D-58D8-00D7-B137-00D8611569FD,44415251-58D8-00D7-B137-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds466,153,1
1409539,3DRender,2021-10-27 09:30:23,2021-10-27 10:07:21,2120,95,1,1,4F424F4D-58D8-01D7-37A3-00D8611555DB,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds725,240,4
3007281,3DRender,2022-07-07 12:54:48,2022-07-07 13:01:04,19,340,12,2,4F424F4D-ADF0-084E-AC68-00D8611555A4,44415251-ADF0-084E-AC68-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds3,101,3
3450617,3DRender,2022-09-22 14:00:31,2022-09-22 14:32:57,1781,163,1,2,4F424F4D-58D8-00D7-A3A5-00D8619C74DF,44415251-58D8-00D7-A3A5-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds11,5,2
2404544,3DRender,2022-04-20 17:52:27,2022-04-20 18:01:16,370,144,11,2,4F424F4D-ADF0-084E-ABC1-049226DA3E3A,44415251-ADF0-084E-ABC1-000000000000,584f4251-4000-0000-1000-000000000016,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds16,208,4
2546071,3DRender,2022-05-07 23:19:59,2022-05-07 23:28:32,243,258,8,1,4F424F4D-58D8-00D7-AF51-049226D9D91C,44415251-58D8-00D7-AF51-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds23,123,0
40962,Risk,2021-02-09 23:20:51,2021-02-11 03:19:13,100565,80,52,0,4F424F4D-58D8-00D7-B158-00D861156B44,44415251-58D8-00D7-B158-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds4,254,4
1691794,Risk,2022-01-09 16:08:04,2022-01-09 16:11:12,0,0,183,1,4F424F4D-58D8-01D7-3AB5-00D861C8FEB8,44415251-58D8-01D7-3AB5-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Failed,ds998,192,1
3444952,3DRender,2022-09-21 09:19:45,2022-09-21 09:23:10,14,155,31,4,4F424F4D-ADF0-084E-ABC6-00D8619C7322,44415251-ADF0-084E-ABC6-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds36,231,3
2301451,Risk,2022-04-05 07:44:44,2022-04-05 07:47:50,0,0,181,1,4F424F4D-58D8-01D7-35BD-00D8611557A5,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds473,28,0
2789454,Risk,2022-06-14 11:50:11,2022-06-14 12:07:55,917,120,22,1,4F424F4D-58D8-00D7-B158-00D861155739,44415251-58D8-00D7-B158-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds48,200,4
898268,Risk,2021-07-17 04:45:52,2021-07-17 05:50:12,3572,174,102,0,4F424F4D-ADF0-084E-AC2E-00D8619C76B2,44415251-ADF0-084E-AC2E-000000000000,584f4251-4000-0000-1000-000000000017,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds582,4,4
226485,Risk,2021-04-06 18:19:57,2021-04-06 18:45:15,1432,73,2,0,4F424F4D-58D8-01D7-3AB2-00D861C8FACD,44415251-58D8-01D7-3AB2-000000000000,584f4251-3000-0000-2000-000000000003,AMD Ryzen 7 2700 Eight-Core Processor,8,Preempted,ds142,135,1
1682629,Risk,2022-01-07 03:20:52,2022-01-07 03:28:49,406,61,1,1,4F424F4D-58D8-01D7-3AB5-00D861C8FD4C,44415251-58D8-01D7-3AB5-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Preempted,ds346,248,3
2429014,3DRender,2022-04-24 01:37:29,2022-04-24 01:38:23,50,1,1,3,4F424F4D-58D8-00D7-AF51-049226DA3C60,44415251-58D8-00D7-AF51-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds349,117,3
550197,3DRender,2021-05-25 13:06:40,2021-05-25 13:11:55,226,84,1,3,4F424F4D-58D8-01D7-3B00-00D861C8FC82,44415251-58D8-01D7-3B00-000000000000,584f4251-2001-0000-0000-000000000001,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds496,103,4
3474309,3DRender,2022-09-27 10:05:02,2022-09-27 10:07:29,4,137,4,1,4F424F4D-58D8-01D7-376A-00D8619C738A,44415251-58D8-01D7-376A-000000000000,584f4251-4000-0000-1001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds1,156,3
477301,3DRender,2021-05-14 02:37:16,2021-05-14 02:42:13,198,76,14,6,4F424F4D-58D8-00D7-B155-00D8617B5E6E,44415251-58D8-00D7-B155-000000000000,584f4251-2001-0000-0000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds5,84,2
