id_task,application_type,creation_date,completion_date,time_compute (s),time_env (s),time_dl (s),time_up (s),mobo_uuid,qrad_uuid,qbox_uuid,cpu_name,nb_cores,status,dataset,dataset_size,node_id
660982,3DRender,2021-06-14 15:36:47,2021-06-14 15:40:45,144,78,13,2,4F424F4D-58D8-01D7-3AEE-00D8617B5E25,44415251-58D8-01D7-3AEE-000000000000,584f4251-2001-0000-0000-000000000001,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds44,687,7
2051836,3DRender,2022-02-26 19:36:08,2022-02-26 19:41:43,120,1,1,215,4F424F4D-58D8-01D7-3A6D-00D86115557E,44415251-58D8-01D7-3A6D-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds75,396,6
3559509,3DRender,2022-10-06 14:59:43,2022-10-06 15:02:38,3,167,1,2,4F424F4D-58D8-01D7-3863-00D861155675,44415251-58D8-01D7-3863-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds1,681,7
3197955,3DRender,2022-08-02 17:56:21,2022-08-02 17:59:28,183,1,1,3,4F424F4D-58D8-01D7-3668-00D861578342,44415251-58D8-01D7-3668-000000000000,584f4251-4000-0000-1000-000000000007,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds2,438,1
946374,3DRender,2021-07-28 08:47:58,2021-07-28 08:49:54,4,103,7,1,4F424F4D-58D8-00D7-A606-00D8619C7300,44415251-58D8-00D7-A606-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds281,485,2
7924,Risk,2021-01-29 15:03:39,2021-01-29 16:20:12,4432,84,63,0,4F424F4D-58D8-00D7-A3A5-00D8619C7308,44415251-58D8-00D7-A3A5-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds725,650,4
2638565,3DRender,2022-05-26 12:46:14,2022-05-26 13:10:59,1482,1,1,1,4F424F4D-58D8-00D7-A615-00D8619C73F5,44415251-58D8-00D7-A615-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds764,126,6
951884,Risk,2021-07-30 05:00:19,2021-07-30 05:40:16,2236,95,50,0,4F424F4D-58D8-00D7-A615-00D8619C7469,44415251-58D8-00D7-A615-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds24,838,0
2836615,Risk,2022-06-18 22:32:27,2022-06-18 22:49:55,867,174,1,1,4F424F4D-ADF0-084E-AC68-00D8611555F0,44415251-ADF0-084E-AC68-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds2,438,3
1481258,3DRender,2021-11-11 22:31:48,2021-11-11 22:34:35,165,1,1,1,4F424F4D-ADF0-084E-ABC1-049226DA63DE,44415251-ADF0-084E-ABC1-000000000000,584f4251-4000-0000-1000-000000000016,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds6,846,2
895234,3DRender,2021-07-16 12:52:59,2021-07-16 12:54:34,94,1,1,1,4F424F4D-58D8-01D7-3B00-00D861C8FBE3,44415251-58D8-01D7-3B00-000000000000,584f4251-2001-0000-0000-000000000001,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds26,815,1
1547177,3DRender,2021-11-28 15:26:31,2021-11-28 15:35:27,481,52,1,2,4F424F4D-58D8-00D7-B2A2-00D861C1EB2A,44415251-58D8-00D7-B2A2-000000000000,584f4251-2000-0000-0001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds1,681,3
458124,Risk,2021-05-11 22:34:56,2021-05-11 22:39:13,81,102,60,0,4F424F4D-ADF0-084E-AC68-00D86115561A,44415251-ADF0-084E-AC68-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds356,407,5
3456678,3DRender,2022-09-23 05:39:37,2022-09-23 05:46:18,236,164,1,1,4F424F4D-ADF0-084E-ABC6-00D8619C7766,44415251-ADF0-084E-ABC6-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds5,576,3
581638,3DRender,2021-05-30 17:37:51,2021-05-30 17:40:39,58,101,7,1,4F424F4D-58D8-01D7-37A3-00D8611555BD,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds2,438,5
1411420,Risk,2021-10-27 13:40:46,2021-10-27 13:41:13,0,10,9,1,4F424F4D-58D8-01D7-37A3-00D8619C75C8,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds52,723,4
127807,3DRender,2021-03-03 20:04:18,2021-03-03 20:07:16,18,75,82,3,4F424F4D-58D8-01D7-3848-00D861155575,44415251-58D8-01D7-3848-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds2,438,2
519891,Risk,2021-05-13 01:53:30,2021-05-19 13:15:25,559181,95,24,0,4F424F4D-ADF0-084E-AC09-00D8619C7463,44415251-ADF0-084E-AC09-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds30,323,7
482765,3DRender,2021-05-14 09:05:25,2021-05-14 09:09:33,0,239,1,0,4F424F4D-58D8-01D7-3809-049226D9D922,44415251-58D8-01D7-3809-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Preempted,ds10,801,1
1062322,ML,2021-08-30 00:15:55,2021-08-30 00:17:35,0,99,1,0,4F424F4D-58D8-01D7-38BD-049226D9B66B,44415251-58D8-01D7-38BD-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Preempted,ds185,441,7
2795920,Risk,2022-06-15 00:24:56,2022-06-15 00:26:06,0,66,1,1,4F424F4D-58D8-00D7-B158-00D86115559B,44415251-58D8-00D7-B158-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds621,281,1
2836572,Risk,2022-06-18 16:57:07,2022-06-18 22:31:15,19799,237,7,1,4F424F4D-58D8-01D7-3653-00D861156971,44415251-58D8-01D7-3653-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,681,7
2606125,3DRender,2022-05-20 09:51:13,2022-05-20 09:54:52,25,66,124,1,4F424F4D-58D8-01D7-3AF1-00D861C8FC0A,44415251-58D8-01D7-3AF1-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds1,681,6
791678,3DRender,2021-07-07 15:01:29,2021-07-07 15:01:55,0,4,11,0,4F424F4D-58D8-01D7-37A3-00D8619C77C0,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,681,2
1390829,3DRender,2021-10-25 08:19:22,2021-10-25 09:06:34,2716,100,8,0,4F424F4D-58D8-01D7-3758-00D8619C7501,44415251-58D8-01D7-3758-000000000000,584f4251-4000-0000-1000-000000000017,AMD Ryzen 7 2700X Eight-Core Processor,8,Cancelled,ds136,322,0
316379,Risk,2021-04-25 06:11:13,2021-04-25 06:15:40,101,97,63,0,4F424F4D-58D8-01D7-3653-00D861156A3B,44415251-58D8-01D7-3653-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds38,887,0
1404611,3DRender,2021-10-26 16:03:05,2021-10-26 16:07:51,284,1,1,1,4F424F4D-58D8-01D7-37A3-00D8611555AC,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds1,681,7
1359038,3DRender,2021-10-21 03:53:11,2021-10-21 04:08:29,740,155,21,1,4F424F4D-ADF0-084E-AC6B-049226DA3E22,44415251-ADF0-084E-AC6B-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds3,497,1
262318,3DRender,2021-04-19 16:20:21,2021-04-19 16:22:12,83,21,1,5,4F424F4D-58D8-01D7-36C2-049226DA65C2,44415251-58D8-01D7-36C2-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds477,844,3
2762441,Risk,2022-06-11 21:27:03,2022-06-11 21:45:40,1004,109,1,1,4F424F4D-58D8-01D7-35BD-00D861156ABE,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds2,438,5
277771,3DRender,2021-04-21 11:01:32,2021-04-21 11:03:35,106,12,1,3,4F424F4D-58D8-01D7-3809-049226D9D914,44415251-58D8-01D7-3809-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds523,235,7
2932443,3DRender,2022-06-28 13:50:55,2022-06-28 13:52:39,3,99,1,1,4F424F4D-58D8-01D7-35BD-00D861156B41,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds1,681,3
2426308,3DRender,2022-04-23 02:26:36,2022-04-23 02:44:31,772,299,1,3,4F424F4D-58D8-01D7-38BD-00D86157832E,44415251-58D8-01D7-38BD-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds1,681,1
3558920,3DRender,2022-10-06 14:40:05,2022-10-06 14:45:11,20,160,122,2,4F424F4D-58D8-01D7-3863-00D8611556FD,44415251-58D8-01D7-3863-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds455,241,4
3571986,3DRender,2022-10-09 11:40:02,2022-10-09 11:40:40,36,1,1,1,4F424F4D-58D8-01D7-3A91-00D8617B0EAC,44415251-58D8-01D7-3A91-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds6,846,2
323455,3DRender,2021-04-26 00:46:45,2021-04-26 00:47:14,0,21,1,0,4F424F4D-58D8-01D7-36C2-049226D9DA0B,44415251-58D8-01D7-36C2-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Preempted,ds507,264,7
1514469,Risk,2021-11-17 12:16:52,2021-11-21 00:11:33,301894,163,12,1,4F424F4D-58D8-01D7-35BD-00D86115565B,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,681,6
535129,3DRender,2021-05-21 07:30:48,2021-05-21 07:33:03,60,69,1,4,4F424F4D-58D8-01D7-36C2-049226D9D8DE,44415251-58D8-01D7-36C2-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds217,388,6
1055385,ML,2021-08-29 00:34:57,2021-08-29 00:37:24,0,145,1,0,4F424F4D-ADF0-084E-AC6B-049226DA3E22,44415251-ADF0-084E-AC6B-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Preempted,ds2,438,0
2510537,3DRender,2022-05-05 10:32:19,2022-05-05 10:34:26,27,95,3,2,4F424F4D-ADF0-084E-AC5B-00D8617B0DB6,44415251-ADF0-084E-AC5B-000000000000,584f4251-4000-0000-1000-000000000016,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds62,697,6
2916293,Risk,2022-06-27 10:12:53,2022-06-27 10:19:20,143,209,30,1,4F424F4D-58D8-01D7-35BD-00D86115554F,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds2,438,0
3086374,3DRender,2022-07-19 14:23:26,2022-07-19 14:48:31,1136,271,84,0,4F424F4D-58D8-01D7-384B-00D8619C7533,44415251-58D8-01D7-384B-000000000000,584f4251-4000-0000-1001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds30,323,3
123562,Risk,2021-03-02 08:08:01,2021-03-02 09:04:20,3267,81,26,0,4F424F4D-58D8-00D7-B137-00D861156973,44415251-58D8-00D7-B137-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,681,1
2583054,3DRender,2022-05-14 22:25:54,2022-05-14 23:07:23,2181,250,44,11,4F424F4D-ADF0-084E-AC6B-00D8617B0DE4,44415251-ADF0-084E-AC6B-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds11,956,6
3002095,3DRender,2022-07-07 08:50:22,2022-07-07 08:53:29,58,112,13,2,4F424F4D-58D8-01D7-3A6D-00D861156B50,44415251-58D8-01D7-3A6D-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds47,553,4
3605807,Risk,2022-10-15 13:29:08,2022-10-15 13:37:07,306,165,1,0,4F424F4D-58D8-01D7-3653-00D861156A24,44415251-58D8-01D7-3653-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds6,846,0
2301361,Risk,2022-04-05 07:12:47,2022-04-05 07:15:50,0,0,179,1,4F424F4D-58D8-01D7-35BD-00D86115565B,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds635,917,5
2388198,Risk,2022-04-17 08:27:13,2022-04-17 08:30:17,0,0,179,1,4F424F4D-58D8-01D7-35BD-00D86115574E,44415251-58D8-01D7-35BD-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds3,497,2
2182625,3DRender,2022-03-14 10:27:53,2022-03-14 10:37:26,568,1,1,3,4F424F4D-58D8-01D7-37A3-00D861155702,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds110,463,5
1016760,3DRender,2021-08-22 01:38:53,2021-08-22 01:40:28,5,74,11,3,4F424F4D-58D8-01D7-376A-00D8619C737F,44415251-58D8-01D7-376A-000000000000,584f4251-4000-0000-1001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds1,681,0
3622753,3DRender,2022-10-17 10:27:27,2022-10-17 10:31:33,4,147,84,10,4F424F4D-58D8-00D7-B131-00D8619C7422,44415251-58D8-00D7-B131-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds17,140,5
3448811,3DRender,2022-09-22 13:19:37,2022-09-22 13:23:20,221,1,1,1,4F424F4D-58D8-01D7-3A91-00D8617B0E02,44415251-58D8-01D7-3A91-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds911,304,2
967465,3DRender,2021-08-04 09:28:39,2021-08-04 09:29:53,5,65,1,1,4F424F4D-58D8-01D7-3A37-00D861C8FC7D,44415251-58D8-01D7-3A37-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds715,625,1
1022,3DRender,2021-01-27 00:13:50,2021-01-27 00:15:55,59,60,1,3,4F424F4D-58D8-00D7-B155-00D8617B5DDB,44415251-58D8-00D7-B155-000000000000,584f4251-2001-0000-0000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds123,715,6
995492,Risk,2021-08-14 06:22:41,2021-08-14 06:24:50,0,121,7,0,4F424F4D-ADF0-084E-ABEE-00D8619C7470,44415251-ADF0-084E-ABEE-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,681,4
2195655,Risk,2022-03-16 07:28:25,2022-03-16 07:29:07,0,11,25,1,4F424F4D-58D8-01D7-3AB8-00D8617B5ED2,44415251-58D8-01D7-3AB8-000000000000,584f4251-3000-0000-2000-000000000006,AMD Ryzen 7 2700 Eight-Core Processor,8,Preempted,ds736,917,6
2170296,3DRender,2022-03-12 04:07:14,2022-03-12 04:20:06,691,78,1,2,4F424F4D-58D8-01D7-37A3-00D8611555D1,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds22,956,1
3084355,3DRender,2022-07-19 10:09:37,2022-07-19 10:17:33,174,135,121,45,4F424F4D-58D8-01D7-3A91-00D8617B0C4D,44415251-58D8-01D7-3A91-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds163,725,4
286048,3DRender,2021-04-22 01:28:35,2021-04-22 01:41:28,1,759,2,1,4F424F4D-58D8-01D7-36C2-049226D9D917,44415251-58D8-01D7-36C2-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Failed,ds1,681,0
1027016,Risk,2021-08-24 13:12:10,2021-08-24 23:23:31,36567,97,1,0,4F424F4D-ADF0-084E-AC68-00D8611555D3,44415251-ADF0-084E-AC68-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds246,801,4
3491386,Risk,2022-09-21 13:16:21,2022-09-28 14:21:25,608530,161,3,0,4F424F4D-58D8-00D7-B158-00D86115564B,44415251-58D8-00D7-B158-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Cancelled,ds74,594,6
2615004,3DRender,2022-05-23 09:54:52,2022-05-23 09:59:21,185,81,1,3,4F424F4D-58D8-01D7-386F-2CF05D7ECC51,44415251-58D8-01D7-386F-000000000000,584f4251-3000-0000-2000-000000000001,AMD Ryzen 7 3700X 8-Core Processor,8,Completed,ds52,723,2
2545533,3DRender,2022-05-07 19:46:25,2022-05-07 20:14:00,1533,118,1,1,4F424F4D-58D8-01D7-3B03-00D861C8FAAD,44415251-58D8-01D7-3B03-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Completed,ds1,681,6
2822927,3DRender,2022-06-16 16:54:31,2022-06-16 17:05:39,461,118,87,2,4F424F4D-58D8-01D7-38BD-00D8617B0B64,44415251-58D8-01D7-38BD-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds35,140,2
1209304,Risk,2021-09-28 13:48:00,2021-09-28 13:53:57,69,269,1,0,4F424F4D-58D8-01D7-3653-00D861156A19,44415251-58D8-01D7-3653-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,681,5
3649029,3DRender,2022-10-19 20:41:36,2022-10-19 20:43:00,82,1,1,1,4F424F4D-58D8-01D7-3A6D-00D86115563D,44415251-58D8-01D7-3A6D-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds359,805,6
1349482,Risk,2021-10-19 12:09:58,2021-10-19 12:18:21,110,199,1,2,4F424F4D-ADF0-084E-AC09-00D8619C756B,44415251-ADF0-084E-AC09-000000000000,584f4251-4000-0000-1000-000000000012,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds1,681,6
707347,Risk,2021-06-21 18:30:16,2021-06-21 18:48:55,1003,100,1,0,4F424F4D-58D8-01D7-3653-00D861156A4C,44415251-58D8-01D7-3653-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds105,148,1
437486,3DRender,2021-05-07 06:58:44,2021-05-07 07:15:16,568,131,1,293,4F424F4D-58D8-01D7-36C2-049226DA64DD,44415251-58D8-01D7-36C2-000000000000,584f4251-4000-0000-1000-000000000004,AMD Ryzen Threadripper 2950X 16-Core Processor,16,Completed,ds38,887,7
3329174,Risk,2022-08-27 08:07:07,2022-08-27 09:35:23,5125,160,1,0,4F424F4D-58D8-01D7-3758-00D8619C74C0,44415251-58D8-01D7-3758-000000000000,584f4251-4000-0000-1000-000000000017,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds16,391,6
1578827,3DRender,2021-12-08 00:43:56,2021-12-08 01:32:28,833,106,1971,1,4F424F4D-58D8-01D7-38BD-00D8617B0C96,44415251-58D8-01D7-38BD-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds2,438,5
531562,3DRender,2021-05-20 17:54:57,2021-05-20 18:41:58,0,0,2812,1,4F424F4D-58D8-01D7-38BD-00D8617B0C98,44415251-58D8-01D7-38BD-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Failed,ds2,438,6
1411357,Risk,2021-10-27 13:30:38,2021-10-27 13:32:23,0,98,1,1,4F424F4D-58D8-01D7-37A3-00D8611555D1,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds4,142,7
1469400,3DRender,2021-11-08 21:05:30,2021-11-08 21:06:05,32,1,1,1,4F424F4D-58D8-01D7-3758-00D8619C7344,44415251-58D8-01D7-3758-000000000000,584f4251-4000-0000-1000-000000000017,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds1,681,0
2061787,Risk,2022-02-28 09:04:02,2022-02-28 09:04:58,0,47,1,1,4F424F4D-ADF0-084E-AC1B-00D861156AEC,44415251-ADF0-084E-AC1B-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds2,438,4
1168754,3DRender,2021-09-22 12:13:21,2021-09-22 12:16:17,81,93,1,1,4F424F4D-58D8-01D7-37A3-00D86115561E,44415251-58D8-01D7-37A3-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds14,696,2
1244296,3DRender,2021-10-01 15:36:17,2021-10-01 15:38:09,3,100,5,2,4F424F4D-58D8-01D7-3863-00D86115566C,44415251-58D8-01D7-3863-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds136,322,3
22773,Risk,2021-02-01 17:20:43,2021-02-02 02:00:34,31054,83,51,0,4F424F4D-58D8-01D7-3653-00D861156A35,44415251-58D8-01D7-3653-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds4,142,7
2162229,3DRender,2022-03-10 20:09:58,2022-03-10 20:14:38,278,1,1,1,4F424F4D-58D8-01D7-3863-00D861155633,44415251-58D8-01D7-3863-000000000000,584f4251-4000-0000-1001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds14,696,1
3596343,3DRender,2022-10-13 13:24:03,2022-10-13 13:32:32,379,112,17,1,4F424F4D-58D8-00D7-B0C5-00D861C8FE62,44415251-58D8-00D7-B0C5-000000000000,584f4251-2000-0000-0001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds269,329,6
2662735,3DRender,2022-05-31 16:49:43,2022-05-31 16:51:33,4,103,1,2,4F424F4D-58D8-00D7-A615-00D8619C77C6,44415251-58D8-00D7-A615-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Failed,ds4,142,3
1498116,3DRender,2021-11-16 02:43:07,2021-11-16 02:44:19,7,52,11,1,4F424F4D-58D8-00D7-AF12-00D861C8FBB2,44415251-58D8-00D7-AF12-000000000000,584f4251-2000-0000-0001-000000000003,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds12,490,5
2292230,3DRender,2022-04-02 18:28:30,2022-04-02 18:30:10,0,91,1,0,4F424F4D-58D8-01D7-3AF1-00D861C8FC84,44415251-58D8-01D7-3AF1-000000000000,584f4251-3000-0000-2000-000000000002,AMD Ryzen 7 2700 Eight-Core Processor,8,Preempted,ds2,438,1
1241449,3DRender,2021-10-01 11:06:27,2021-10-01 11:15:41,459,91,1,2,4F424F4D-58D8-00D7-B137-00D861156A94,44415251-58D8-00D7-B137-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds1,681,3
3059930,3DRender,2022-07-15 11:51:35,2022-07-15 11:54:33,0,162,10,0,4F424F4D-58D8-00D7-AF51-049226D9B662,44415251-58D8-00D7-AF51-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Preempted,ds1,681,1
1340635,3DRender,2021-10-17 21:01:50,2021-10-17 21:07:21,233,96,1,1,4F424F4D-ADF0-084E-AC2E-00D8619C73D6,44415251-ADF0-084E-AC2E-000000000000,584f4251-4000-0000-1000-000000000017,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds71,420,7
910291,Risk,2021-07-20 11:36:48,2021-07-20 11:39:32,0,149,10,0,4F424F4D-58D8-01D7-3653-00D861156A22,44415251-58D8-01D7-3653-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds3,497,5
1096257,Risk,2021-09-04 05:19:55,2021-09-04 05:22:50,0,168,1,0,4F424F4D-ADF0-084E-AC68-00D861155679,44415251-ADF0-084E-AC68-000000000000,584f4251-4000-0000-1001-000000000004,AMD Ryzen 7 2700X Eight-Core Processor,8,Preempted,ds7,394,0
3502372,3DRender,2022-09-29 11:06:39,2022-09-29 11:23:10,831,139,19,1,4F424F4D-58D8-01D7-384B-00D8619C7553,44415251-58D8-01D7-384B-000000000000,584f4251-4000-0000-1001-000000000001,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds9,466,0
2636828,3DRender,2022-05-26 10:35:06,2022-05-26 10:48:25,680,104,5,10,4F424F4D-58D8-00D7-A615-00D8619C7469,44415251-58D8-00D7-A615-000000000000,584f4251-4000-0000-1000-000000000015,AMD Ryzen 7 2700X Eight-Core Processor,8,Completed,ds810,572,1
1400017,Risk,2021-10-23 05:22:16,2021-10-26 11:11:00,280019,97,4,1,4F424F4D-58D8-01D7-3848-00D861155566,44415251-58D8-01D7-3848-000000000000,584f4251-4000-0000-1001-000000000005,AMD Ryzen 7 2700X Eight-Core Processor,8,Cancelled,ds58,271,4
2263818,3DRender,2022-03-25 12:39:20,2022-03-25 13:21:53,2389,144,17,2,4F424F4D-58D8-00D7-B077-049226DA3C7C,44415251-58D8-00D7-B077-000000000000,584f4251-4000-0000-1000-000000000016,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds1,681,1
3133525,3DRender,2022-07-22 14:10:39,2022-07-22 14:21:02,113,207,302,1,4F424F4D-58D8-01D7-38BD-049226DA6401,44415251-58D8-01D7-38BD-000000000000,584f4251-4000-0000-1000-000000000006,AMD Ryzen Threadripper 2990WX 32-Core Processor,32,Completed,ds828,734,5
