0 8780 {'CACHE_SIZE': 120, 'infos': [{'latency': np.float64(2.0), 'id': 1, 'ip': 'localhost', 'rep_port': 8781}], 'SITE_ID': 0, 'REP_PORT': 8780, 'IP_ADDRESS': 'localhost'}
Task(id_task=12, id_node=0, infos={'time': 0, 'application_type': '3DRender'}, id_dataset=ds959, ds_size=984)
Task(id_task=62, id_node=0, infos={'time': 123, 'application_type': '3DRender'}, id_dataset=ds181, ds_size=842)
Task(id_task=64, id_node=0, infos={'time': 123, 'application_type': '3DRender'}, id_dataset=ds290, ds_size=718)
Task(id_task=66, id_node=0, infos={'time': 119, 'application_type': '3DRender'}, id_dataset=ds275, ds_size=677)
Task(id_task=81, id_node=0, infos={'time': 90, 'application_type': '3DRender'}, id_dataset=ds857, ds_size=126)
Task(id_task=84, id_node=0, infos={'time': 111, 'application_type': '3DRender'}, id_dataset=ds211, ds_size=284)
Task(id_task=104, id_node=0, infos={'time': 106, 'application_type': '3DRender'}, id_dataset=ds940, ds_size=649)
Task(id_task=113, id_node=0, infos={'time': 112, 'application_type': '3DRender'}, id_dataset=ds8, ds_size=421)
Task(id_task=115, id_node=0, infos={'time': 114, 'application_type': '3DRender'}, id_dataset=ds577, ds_size=578)
Task(id_task=123, id_node=0, infos={'time': 142, 'application_type': '3DRender'}, id_dataset=ds607, ds_size=36)
Task(id_task=127, id_node=0, infos={'time': 125, 'application_type': '3DRender'}, id_dataset=ds288, ds_size=705)
Task(id_task=131, id_node=0, infos={'time': 143, 'application_type': '3DRender'}, id_dataset=ds733, ds_size=306)
Task(id_task=138, id_node=0, infos={'time': 156, 'application_type': '3DRender'}, id_dataset=ds219, ds_size=579)
Task(id_task=140, id_node=0, infos={'time': 137, 'application_type': '3DRender'}, id_dataset=ds180, ds_size=264)
Task(id_task=143, id_node=0, infos={'time': 148, 'application_type': '3DRender'}, id_dataset=ds18, ds_size=128)
Task(id_task=146, id_node=0, infos={'time': 137, 'application_type': '3DRender'}, id_dataset=ds795, ds_size=970)
Task(id_task=148, id_node=0, infos={'time': 139, 'application_type': '3DRender'}, id_dataset=ds85, ds_size=196)
Task(id_task=150, id_node=0, infos={'time': 156, 'application_type': '3DRender'}, id_dataset=ds264, ds_size=730)
Task(id_task=153, id_node=0, infos={'time': 138, 'application_type': '3DRender'}, id_dataset=ds310, ds_size=993)
Task(id_task=155, id_node=0, infos={'time': 139, 'application_type': '3DRender'}, id_dataset=ds976, ds_size=333)
Task(id_task=157, id_node=0, infos={'time': 139, 'application_type': '3DRender'}, id_dataset=ds2, ds_size=159)
Task(id_task=159, id_node=0, infos={'time': 142, 'application_type': '3DRender'}, id_dataset=ds607, ds_size=36)
Task(id_task=161, id_node=0, infos={'time': 144, 'application_type': '3DRender'}, id_dataset=ds129, ds_size=173)
Task(id_task=163, id_node=0, infos={'time': 144, 'application_type': '3DRender'}, id_dataset=ds773, ds_size=141)
Task(id_task=166, id_node=0, infos={'time': 140, 'application_type': '3DRender'}, id_dataset=ds126, ds_size=863)
Task(id_task=170, id_node=0, infos={'time': 167, 'application_type': '3DRender'}, id_dataset=ds483, ds_size=593)
Task(id_task=176, id_node=0, infos={'time': 144, 'application_type': '3DRender'}, id_dataset=ds624, ds_size=779)
Task(id_task=178, id_node=0, infos={'time': 149, 'application_type': '3DRender'}, id_dataset=ds80, ds_size=177)
Task(id_task=182, id_node=0, infos={'time': 170, 'application_type': '3DRender'}, id_dataset=ds877, ds_size=404)
Task(id_task=185, id_node=0, infos={'time': 166, 'application_type': '3DRender'}, id_dataset=ds763, ds_size=757)
Task(id_task=193, id_node=0, infos={'time': 149, 'application_type': '3DRender'}, id_dataset=ds31, ds_size=221)
Task(id_task=198, id_node=0, infos={'time': 150, 'application_type': '3DRender'}, id_dataset=ds234, ds_size=112)
Task(id_task=200, id_node=0, infos={'time': 167, 'application_type': '3DRender'}, id_dataset=ds471, ds_size=668)
Task(id_task=204, id_node=0, infos={'time': 147, 'application_type': '3DRender'}, id_dataset=ds760, ds_size=873)
Task(id_task=206, id_node=0, infos={'time': 168, 'application_type': '3DRender'}, id_dataset=ds416, ds_size=50)
Task(id_task=210, id_node=0, infos={'time': 149, 'application_type': '3DRender'}, id_dataset=ds891, ds_size=210)
Task(id_task=212, id_node=0, infos={'time': 172, 'application_type': '3DRender'}, id_dataset=ds30, ds_size=561)
Task(id_task=215, id_node=0, infos={'time': 148, 'application_type': '3DRender'}, id_dataset=ds487, ds_size=729)
Task(id_task=217, id_node=0, infos={'time': 151, 'application_type': '3DRender'}, id_dataset=ds949, ds_size=351)
Task(id_task=219, id_node=0, infos={'time': 169, 'application_type': '3DRender'}, id_dataset=ds354, ds_size=424)
Task(id_task=226, id_node=0, infos={'time': 172, 'application_type': '3DRender'}, id_dataset=ds414, ds_size=431)
Task(id_task=229, id_node=0, infos={'time': 165, 'application_type': '3DRender'}, id_dataset=ds526, ds_size=679)
Task(id_task=232, id_node=0, infos={'time': 171, 'application_type': '3DRender'}, id_dataset=ds565, ds_size=236)
Task(id_task=239, id_node=0, infos={'time': 149, 'application_type': '3DRender'}, id_dataset=ds692, ds_size=257)
Task(id_task=243, id_node=0, infos={'time': 174, 'application_type': '3DRender'}, id_dataset=ds255, ds_size=34)
Task(id_task=247, id_node=0, infos={'time': 150, 'application_type': '3DRender'}, id_dataset=ds536, ds_size=941)
